id,uuid,name,exercise_base,description,category,muscles,muscles_secondary,equipment
41,fe7f0a02-3675-4cf2-9726-e762f0b2309e,Schrägbankdrücken LH,538,"<p>Setze dich auf die Bank, die Füße sind fest auf dem Boden und geben Halt der Kopf liegt auf der Bank. Nehme die Hantel etwas mehr als Schulterbreit aus der Halterung raus und drücke sie nach oben. Bringe die Hantel nach unten, bis sie die Brust kurz berührt. Drücke das Gewicht wieder nach oben.</p>",11,[4],"[2, 5]","[1, 9]"
61,d9319e68-b2a2-4306-9f7d-4d53242dd6b0,Schrägbankdrücken MP,539,"<p>Selbe Ausführung wie beim Schrägbankdrücken mit der Langhantel, aber in der Multipresse eben: Setze dich auf die Bank, die Füße sind fest auf dem Boden und geben Halt der Kopf liegt auf der Bank. Nehme die Stange etwas mehr als Schulterbreit aus der Halterung raus und drücke sie nach oben. Bringe die Stange nach unten, bis sie die Brust kurz berührt. Drücke das Gewicht wieder nach oben.</p>",11,[4],"[2, 5]",[]
241,0d4390ea-51dc-42dc-94af-ba0e94a73484,Schulterdrücken KH,567,"<ul>
<li>Übung kann im Sitzen oder im Stehen ausgeführt werden</li>
<li>Rücken durchgestreckt, Blick geradeaus, unteren Rücken und Bauchmuskulatur anspannen</li>
<li>Ellenbogen nicht zu weit absenken, idealerweise bis maximal zur Schulterhöhe</li>
</ul>",13,[2],[],[3]
266,197600e7-9bb2-448c-baca-244d679e7b07,Schulterdrücken LH,566,<p>Schulterdrücken im Sitzen mit der Langhantel</p>,13,[2],[],[1]
53,069c8dfb-b5ce-42e9-9659-89d2d73e63e5,Schultermaschine,543,,13,[2],[5],[]
631,d89d34e8-2bd6-4d85-acf7-cae5d776c5e9,Scissors,545,"<p>Scissors is an abdominal exercise that strengthens the transverse abdominals, helping flatten your belly and strengthen your entire core. Scissors is not only a core strength move, but it is also a great stretch for your hamstrings and your lower back. Everyone is looking for new ways to work the core, to flatten the belly and to improve flexibility. If you learn how to do Scissors you will get everything rolled together in one move.</p>",10,[6],[],[]
222,bf5973a3-6434-46a6-babd-80367866eac7,Scott Curl KH,546,<p>Über dem Brett zur Isolation des Bizeps</p>,8,[1],[13],[3]
377,4b3025a9-b717-4577-9e92-b1c200fe5f1c,Seated Hip Adduction,548,"Preparation
Sit on seat and lift one leg onto padded lever. Lean back onto back pad. Grasp handles attatched to leg levers. Push handles together and raise other leg onto other padded lever. Release leg lever handles and grasp other handles to each side.

Execution
Move legs together until leg levers make contact. Allow legs to seperate far apart until slight stretch and repeat.",9,[],[],[]
386,76964898-192c-4e93-b24c-914ea542002b,Seated Triceps Press,549,"<p>Sit down on a back (better with back support). Take a dumbbell firmly with both hands and hold it with extended arms over your head. With your palms facing upward and holding the weight of the dumbbell, slowly lower the weight behind your head.</p>
<p> </p>",8,[5],[],"[8, 3]"
911,d721e53c-afc2-4535-b0ff-61e158dd25f9,Seitenheben,20,"<ol style="""">
<li>Aufrechter Stand, Kopf nach vorne gerichtet, eine Kurzhantel in jeder Hand.</li>
<li>Handflächen nach innen, in Richtung des Körpers, gerichtet.</li>
<li>Hebe die Hanteln seitlich nach oben, ohne Schwung zu holen. Atme aus. Die Ellenbogen sind leicht gebeugt. Hebe die Kurzhanteln soweit, bis die Arme parallel zum Boden sind.</li>
<li>Am obersten Punkt sollten deine Handflächen nach unten zeigen.</li>
<li>Am höchsten Punkt hältst du für 1-2 Sekunden inne und ziehst deine Schulterblätter zusammen.</li>
<li>Führe die Hanteln langsam wieder nach unten in die Ausgangsposition und atme ein.</li>
</ol>",13,[],[],[3]
132,382731d2-ae07-4a3c-a055-09dadd5f12e0,"Seitheben am Kabel, Einarmig",349,"<p>Stelle dich aufrecht neben einem Kabelzug und halte dich mit der einen Hand fest, mit der anderen nimmst du den Kabelgriff. Hebe nun den Arm mit dem Gewicht seitlich, strecke ihn aber nicht aus. Bewege während der Übung nur diesen Arm, schwinge nicht mit und drehe deinen Rumpf auch nicht mit. Auf dem höchsten Punkt machst du 1sek. Pause und gehst dann langsam runter. Wenn deine Hand kurz vor deinem Körper ist, bringst du das Gewicht wieder rauf.</p>",13,[2],[],[]
20,72e78f4d-65f7-4ddd-9247-cdc1e133fa80,Seitheben KH,348,"<p>Stelle dich mit schulterbreiten Beinen und leicht nach außen zeigende Füße mit zwei Hanteln auf. Die Arme sind fast vollständig ausgestreckt. Hebe nun die Hanteln seitlich nach oben, auf dem höchsten Punkt kannst du eine kurze (1-2 sek.) Pause machen.</p>
<p>Achte darauf, dass die Handflächen sich während der Bewegung nicht drehen, sie sollten also immer zum Boden oder zum Körper zeigen.</p>",13,[2],[],[3]
742,558506a3-7a81-44d3-b43a-1dd39df22e22,Seitheben Kurzhantel Vorgebeugt,553,"<p>Auf einer Bank sitzend, beugen Sie sich mit den Hanteln auf dem Boden um 45 Grad und heben Sie die Hanteln dann langsam auf Schulterhöhe an und halten Sie sie einige Sekunden lang gedrückt, bevor Sie sie in die Ausgangsposition absenken.</p>",13,[],[],[3]
240,0f464c32-90c5-4698-8f97-eae0ae663a74,Seitliches Oberkörperbeugen am Gerät,556,"<p>Zielmuskeln: Schräger Bauchmuskel</p>
<p>Unterstützende Muskulatur: Gerader Bauchmuskel</p>
<p>Erforderliches Equipment: Roman Chair</p>
<ul>
<li>Gerader Körper in der Ausgangsposition</li>
<li>Oberkörper in Richtung Boden beugen</li>
<li>Wenn der Oberkörper ungefähr parallel zum Boden ist, mit der Aufwärtsbewegung beginnen</li>
<li>Hände wahlweise hinter dem Kopf oder vor der Brust</li>
</ul>",10,[14],[6],[]
239,a2ac7d09-20f1-4c52-a5de-381882088803,Seitliches Oberkörperbeugen Mit KH,557,"<p>Zielmuskeln: Schräger Bauchmuskel</p>
<p>Unterstützende Muskulatur: Gerader Bauchmuskel</p>
<p> </p>",10,[14],[],[3]
339,b6492677-07df-4399-bc90-20b58e4dba35,Shotgun Row,562,"<ol>
<li>Attach a single handle to a low cable.</li>
<li>After selecting the correct weight, stand a couple feet back with a wide-split stance. Your arm should be extended and your shoulder forward. This will be your starting position.</li>
<li>Perform the movement by retracting the shoulder and flexing the elbow. As you pull, supinate the wrist, turning the palm upward as you go.</li>
<li>After a brief pause, return to the starting position.</li>
</ol>",12,[12],[],[]
802,a6b214dc-6744-422c-bef6-65da323d6fd7,Shoulder Fly,564,"The shoulder fly (also known as a lateral raise) works the deltoid muscle of the shoulder. The movement starts with the arms straight, and the hands holding weights at the sides or in front of the body. Body is in a slight forward-leaning position with hips and knees bent a little. Arms are kept straight or slightly bent, and raised through an arc of movement in the coronal plane that terminates when the hands are at approximately shoulder height. Weights are lowered to the starting position, completing one rep. When using a cable machine the individual stands with the coronal plane in line with the pulley, which is at or near the ground.[9] The exercise can be completed one shoulder at a time (with the other hand used to stabilize the body against the weight moved), or with both hands simultaneously if two parallel pulleys are available.",13,[2],[],[3]
119,9926e18f-4e2b-4c20-9477-9bfb08d229bc,"Shoulder Press, Barbell",566,"<p>Sit on a bench, the back rest should be almost vertical. Take a barbell with a shoulder wide grip and bring it up to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.</p>",13,[2],[],[1]
123,1df6a1b5-7bd2-402f-9d5e-94f9ed6d8b54,"Shoulder Press, Dumbbells",567,"<p>Sit on a bench, the back rest should be almost vertical. Take two dumbbells and bring them up to shoulder height, the palms and the elbows point during the whole exercise to the front. Press the weights up, at the highest point they come very near but don't touch. Go slowly down and repeat.</p>",13,[2],[],[3]
152,7389be43-215b-4db8-8b69-75dc77004d74,"Shoulder Press, on Machine",568,,13,[2],[],[]
155,68d505ec-5416-4153-b228-eb1545d5c89f,"Shoulder Press, on Multi Press",569,"<p>The exercise is basically the same as with a free barbell:</p>
<p>Sit on a bench, the back rest should be almost vertical. Take a bar with a shoulder wide grip and bring it down to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.</p>",13,[2],[],[]
805,4f7900d8-3cd8-41ae-8eec-a3e540c5b3ea,Shoulder Shrug,570,"The shoulder shrug (usually called simply the shrug) is an exercise in weight training used to develop the upper trapezius muscle. The lifter stands erect, hands about shoulder width apart, and raises the shoulders as high as possible, and then lowers them, while not bending the elbows, or moving the body at all. The lifter may not have as large a range of motion as in a normal shrug done for active flexibility. It is usually considered good form if the slope of the shoulders is horizontal in the elevated position.",13,[9],[],"[1, 3]"
150,3721be0c-2a59-4bb9-90d3-695faaf028af,"Shrugs, Barbells",571,"<p>Take a barbell and stand with a straight body, the arms are hanging freely in front of you. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>",13,[2],[],[1]
151,ee61aef0-f0c7-4a7a-882a-3b39312dfffd,"Shrugs, Dumbbells",572,"<p>Stand with straight body, the hands are hanging freely on the side and hold each a dumbbell. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>",13,[2],[],[3]
8,6dde45fc-7fdf-4523-a039-9c373677a750,Shrugs (Schulterheben) Mit KH,572,"<p>Stelle dich mit geradem Oberkörper hin, die Hände hängen frei nach unten und halten je eine Kurzhantel. Hebe aus dieser Position die Schultern so weit nach oben, wie es geht, beuge aber die Arme während der Übung nicht. Am höchsten Punkt kannst du eine oder zwei Sekunden Pause machen bevor du langsam wieder runtergehst.</p>
<p>Bei größerem Gewicht, beachte immer, dass du immer noch die volle Bewegungsamplitude durchführen kannst.</p>",13,[2],[],[3]
137,a63d40df-a872-44e7-87d2-9b58b67d5406,Shrugs (Schulterheben) Mit LH,571,"<p>Stelle dich mit geradem Oberkörper hin, die Hände hängen frei nach unten und halten die Langhantel. Hebe aus dieser Position die Schultern so weit nach oben, wie es geht, beuge aber die Arme während der Übung nicht. Am höchsten Punkt kannst du eine oder zwei Sekunden Pause machen bevor du langsam wieder runtergehst.</p>
<p>Bei größerem Gewicht, beachte immer, dass du immer noch die volle Bewegungsamplitude durchführen kannst.</p>",13,[2],[],[1]
67,475a9665-2044-4c76-be29-cabbbef126bd,Shrugs (Schulterheben) Mit MP,575,"<p>Greife die Stange der Multipresse, stelle dich mit Schulterbreitem Stand und sehr leicht gebeugte Beine auf und lasse den Blick nach vorn. Die Arme hängen am Körper. Aus dieser Position hebst du nun das Gewicht, indem du die Schultern nach oben ziehst. Beuge dabei die Arme nicht. Auf dem höchsten Punkt kannst du 1 oder 2 Sekunden ausharren, bringe dann die Schultern langsam nach unten.</p>",13,[2],[5],[]
176,53a9f95e-914c-4790-940f-f5346159ea72,Side Crunch,576,<p>Hold weight in one hand. Bend side ways to the knee. Pull upo to upright position using your obliquus.</p>,10,[14],[6],[4]
278,0203c27e-e3f0-4ae2-b5c3-f11c45336f54,Side Dumbbell Trunk Flexion,577,"<p>AKA dumbbell side bends. Stand in line with the hips with slightly bent knees, maintain the natural curvature of the spine, hand stretched by the body, grip the barbell with one hand. <em> </em>Make slow and controlled torso side flexions till you reach the angle of approximately 45°.</p>",12,[14],[6],[3]
422,9f705970-cba3-4cef-a582-c2cc69ae9b5f,Side-lying External Rotation,578,"<p>With a weight in one hand, lie on your side opposite the weight. Keep your knees slightly bent. Hold your elbow against your side, and extend your upper arm straight ahead of you. While continuing to hold your elbow against your side, rotate your upper arm 90 degrees upwards.</p>
<p>It is helpful to place a towel under your armpit to help with the form on this exercise. Placing a support under your head for the duration of the exercise is also a good idea.</p>",13,[],[],[]
325,a36f852f-a29f-4f93-81b6-1012047ac1ee,Side Plank,580,<p>Works your obliques and helps stabilize your spine. Lie on your side and support your body between your forearm and knee to your feet.</p>,10,[6],[14],[7]
715,2c6cd166-40e1-4b68-96b7-c30b31e28b99,Side Plank,580,<p>Legen Sie sich auf die Seite und stützen Sie Ihren Körper zwischen Unterarm und Knie bis zu den Füßen.</p>,10,[6],[14],[7]
319,bd892f71-2b19-41c4-90e2-2cd4df82c621,Side Raise,581,"<p>Stand up or sit , keep both weights in front against legs or at side. Keep arms at around a 90 degree angle. Lift elbows up slowly and squeese traps when at topmost position. Lower the weights slowly back to starting position.</p>
<p>2 seconds up, 2 seconds down</p>",13,[],[],[1]
302,fc63159a-3939-426c-b236-d4b39adbf28c,Side to Side Push Ups,583,"<p>-start in push up position</p>
<p>-lean the body weight to the right side, and complete a push up with the chest over the right hand</p>
<p>-come back to the centered position</p>
<p>-on rep 2, lean to the left side</p>",11,"[2, 14, 4, 5]",[],[]
205,83e079a9-b61c-413b-b055-f9cf515904f1,Single-arm Preacher Curl,584,"<p>Sit on the preacher curl bench and perform a bicep curl with a dumbbell in one hand. Your other hand can be at rest, or beneath your curling arm's elbow.</p>",8,[1],[],[3]
103,399666e7-30a7-4b86-833d-4422e4c72b61,Sitting Calf Raises,590,"<p>Sit on a bench for calf raises and check that the feet are half free and that you can completely stretch the calf muscles down. Pull your calves up, going as far (up) as you can. Make at the highest point a short pause of 1 or 2 seconds and go down.</p>",14,[15],[7],[]
95,fb750082-7034-4c51-b1e4-dfa0fe2dac8e,Sit-ups,591,"<p>Sit on a mat, your calves are resting on a bench, the knees make a right angle. Hold your hands behind your neck. Go now up with a rolling movement of your back, you should feel how the individual vertebrae lose contact with the mat. At the highest point, contract your abs as much as you can and hold there for 2 sec. Go now down, unrolling your back.</p>
<p> </p>",10,[6],[],[]
57,60f329dd-f8ab-469a-8a88-39f80275b3a7,Sit Ups,591,"<p>Lege dich auf eine Matte, die Knie sind rechtwiklig angewinkelt und die Fersen liegen auf eine Bank. Die Hände sind hinter dem Nacken. Das Hochgehen wird mit einer rollenden Bewegung durchgeführt: die Wirbelsäule sollte sich Wirbel für Wirbel von der Matte lösen. Ein Hohlkreuz ist stets zu vermeiden. Auf der höchsten Stelle sollten die Muskeln etwa 2 sek. maximal angespannt werden bevor die rollende Bewegung in der Gegenrichtung durchgeführt wird.</p>",10,[6],[],[]
411,2c864448-288d-4e79-9da6-a3c99af3c1fb,Skipping - Standard,595,"<p>Do a single, double footed jump for each swing of the rope.</p>
<p>Work on a smooth, rhythmical movement, bouncing lightly on the balls of your feet.</p>",14,[7],[],[]
218,9d1c13b0-2e9b-4585-b1d7-fc48ba4c692f,Smith Machine Close-grip Bench Press,598,"<p>Perform a standard bench press on the smith machine, but have your hands on the bar about shoulder width apart, and keep your elbows close to your body.</p>",8,[5],[4],[]
271,3490d1c7-c9ce-4a08-acd3-e0bdada71c37,Snach,599,"<p>Stand with your feet at hip width and your shins against the bar. Grasp the bar at double shoulder width and, keeping your lower back flat, drive your heels into the floor to begin lifting the bar. When it's above your knees, explosively extend your hips and shrug your shoulders. Let the momentum carry the weight overhead.</p>",13,[2],[],[1]
328,273f9563-948a-44c8-9353-b7213703f502,Speed Deadlift,604,<p>Deadlift with short (&lt;1min) rest between sets.</p>,9,[],[],[]
170,ec706f20-6ea7-40f9-96f4-994c66554e17,Splinter Sit-ups,607,"<p>Lie on your back with your legs straight and arms at your sides, keeping your elbows bent at 90 degrees. As you sit up, twist your upper body to the left and bring your left knee toward your right elbow while you swing your left arm back. Lower your body to the starting position, and repeat to your right. That's 1 rep.</p>",10,[14],[],[]
185,bdb7bdbb-8930-46e5-8b98-eb13e604553f,Squat Jumps,614,"<p>Jump wide, then close</p>",9,[10],[],[]
111,c4856da3-8454-4857-8997-336d06df590f,Squats,615,"<p>Make sure you have put the barbell at a height where you can comfortably take it out and put it back in. Take it out and make yourself ready:</p>
<ul>
<li>The bar is somewhat lower than your shoulders</li>
<li>The feet are quite apart and point out</li>
<li>The head is in your neck and looks up</li>
<li>The chest is out</li>
</ul>
<p>Go now slowly down, till your thighs are parallel with the floor, not lower. The knees point outwards, your butt, out. Make a small pause of 1 second and with as much energy as you can, push the weight up. Make a pause of 2 seconds and repeat.</p>",9,[10],[8],[1]
795,85e6baf6-f8a3-48ea-9365-ef2bf5b3c6d1,Squat Thrust,616,"The burpee, or squat thrust, is a full body exercise used in strength training and as an aerobic exercise. The basic movement is performed in four steps and known as a four-count burpee: Begin in a standing position. Move into a squat position with your hands on the ground. (count 1) Kick your feet back into a plank position, while keeping your arms extended. (count 2) Immediately return your feet into squat position. (count 3) Stand up from the squat position (count 4)",9,"[8, 10, 6, 15]",[],[7]
372,6e72cd75-2ff7-4ee9-b43b-90ba82bdc6ae,Stahování Horní Kladky Nadhmatem,617,"* Posaďte se čelem ke kladce, zapřete stehna o opěrku a uchopte nadhmatem horní kladku. Úchop zvolte širší než na šířku ramen. Střed těla udržujte zpevněný, hrudník je vypnutý vzhůru, pohled směřuje vzhůru tak, aby krční páteř zůstala v neutrální poloze.

* Stahujte kladku k horní části hrudníku. Ramena stahujte směrem dolů. Lokty jsou v ose těla, nebo se pohybují mírně za tělo. Soustřeďte se na fixaci lopatek směrem k páteři. Tím docílíte maximálního zapojení cílových svalů. Po dosažení maximální kontrakce pomalu pouštějte kladku do výchozí polohy.

* Úchop můžete zvolit palcový (palec proti ostatním prstům), nebo bezpalcový (palec zároveň s ostatními prsty) podle toho, který Vám více vyhovuje. Nádech je v excentrické fázi cviku (pohyb kladky vzhůru), výdech v koncentrické fázi (přitažení kladky k hrudníku).

http://kulturistika.ronnie.cz/c-17653-zasobnik-cviku-10-zada-pritahy-horni-kladky.html",12,[12],[],[]
366,87ea2a91-3276-4fd2-abdf-4dcd68ef5842,Stahování Horní Kladky Podhmatem,618,"Výchozí poloha cviku je opět vsedě čelem ke kladce. Šířka úchopu je zhruba na šířku ramen. Trup je zpevněný a v mírném záklonu. Kladku s výdechem stahujte k horní části hrudníku, lokty se pohybují blízko k tělu. Nádech je při pohybu kladky vzhůru.",12,"[12, 9]","[1, 5]",[]
768,6163bf70-c825-49f4-8edb-69c2ee45f42e,Standing Bicep Curl,621,Stand holding dumbbells at shoulder width apart. Face forearm upward and keep upper arm still while raising each dumbbell up to your shoulder.,8,"[1, 13]",[13],[3]
102,abc4c62e-27b2-4c31-8766-40f8dca84cab,Standing Calf Raises,622,"<p>Get onto the calf raises machine, you should able to completely push your calves down. Stand straight, don't make a hollow back and don't bend your legs. Pull yourself up as high as you can. Make a small pause of 1 - 2 seconds and go slowly down.</p>",14,[7],[15],[]
382,22eb7cf6-bf6c-42c3-a1c8-85c2fc2ed931,Standing Rope Forearm,623,"<p>Grab a wrist roller tool with both hands while standing with your feet about shoulder width apart. If your gym does not have a wrist roller tool, you can easily put one together. All you need is a 5 or 10 pound weight plate, a strong thin rope about 3 feet long and a 6-8 inch stick or bar. Securely fasten the rope to the middle of the bar/stick and tie the other end of the rope to the weight plate. To begin this exercise, grab the bar/stick with both hands using an overhand grip. Extend both arms straight out in front of you, parallel to the floor. Next, roll the weight up from the floor by rapidly twisting the bar/stick with your hands and wrists. Once the weight reaches the top, slowly lower the plate back to the floor by reversing the motion of your hands and wrists. Repeat (if you can!).</p>",8,[],[],[]
293,a35655c8-6b2a-4606-b1d6-b57425986e2e,Stationary Bike,624,<p>Ride a Stationary Bike with various tensions.</p>,9,[],[],[]
209,335d0042-7cb3-41c3-af23-c22c8cb858ad,Stiff-legged Deadlifts,627,"<ul>
<li>Keep legs straight</li>
<li>Keep back straight</li>
</ul>",9,[11],[8],[1]
216,034a4dcd-d085-43fa-a2b5-6d54b444ac20,Straight-arm Pull Down (bar Attachment),628,"<p>Use the straight bar attachment on a high pulley. Grasp the two ends of the bar with your palms facing downward and your arms straight out in front of you. Pull your hands down towards your hips, while keeping your arms straight, then raise them back up to the starting position.</p>",12,[12],[5],[]
215,dc53ad5b-bd04-46d0-9499-28e9965f0e6d,Straight-arm Pull Down (rope Attachment),629,"<p>Use the rope attachment on a high pulley. Grasp the two ends of the rope with your arms straight out in front of you. Pull your hands down towards your hips, while keeping your arms straight, then raise them back up to the starting position.</p>",12,[12],[5],[]
557,73b4ef1a-1a3b-4328-b455-fcd27a100c0a,Sumo Deadlift,630,"<ol>
<li>Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms.</li>
<li>Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees.</li>
<li>As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together.</li>
<li>Return the weight to the ground by bending at the hips and controlling the weight on the way down.</li>
</ol>",9,[10],[],[]
570,f4dd363c-b49c-419a-b8ae-0d8e18728d8e,Sumo Squats,632,"<p>Stand with your feet wider than your shoulders, with your toes pointed out at a 45 degree angle and barbell on your shoulder.</p>
<p>While keeping your back straight, descend slowly by bending at the knees and hips as if you are sitting down (squatting).</p>
<p>Lower yourself until your quadriceps and hamstrings are parallel to the floor.</p>
<p>Return to the starting position by pressing upwards and extending your legs while maintaining an equal distribution of weight on your forefoot and heel.</p>",9,"[8, 10]",[],[1]
762,b399006c-bb45-451e-908e-1b279b2a42a6,Sumo Squats (Pilé Squats) Kniebeuge,632,"<p>Variante der Kniebeuge: breiter Stand, Füße leicht nach außen</p>
<p> </p>
<p>Optional mit Langhantel oder Kettlebell (Kugelhantel) vor der Brust</p>",9,"[8, 10]",[],[1]
735,bd58585e-4bf4-46cc-ba38-717a7857e21c,Superman,636,"<p>Legen Sie sich flach auf den Bauch und strecken Sie die Arme vor sich auf den Boden, während Ihre Beine flach liegen. Heben Sie beide Arme und Beine gleichzeitig an, als ob Sie fliegen würden, und ziehen Sie den unteren Rücken zusammen. Stellen Sie sicher, dass Sie atmen und halten Sie die Bewegung, abhängig von Ihrer Fitness, mindestens zwei bis fünf Sekunden pro Wiederholung.</p>",12,"[8, 12]",[],[4]
330,6572a8e9-083c-4622-8f0c-6107a013a490,Superman,636,"<p>Lay flat on your stomach with your arms extended in front of you on the ground as your legs are lying flat. Lift both your arms and legs at the same time, as if you were flying, and contract the lower back. Make sure that you are breathing and, depending on your fitness level, hold the movement for at least two to five seconds per repetition.</p>",12,"[8, 12]",[],[4]
76,25cbe148-a9f0-4720-bf2f-bcc07e6d2874,T-Bar Rudern (breit),641,"<p>Die Ausführung ist sehr ähnlich wie beim freien vorgebeugtem Rudern, nur ist hier die Stange fest.</p>
<p>Stelle dich auf das Gerät in die entsprechende Stelle und greife die Gewichtsstange mit mittelbreitem Griff. Gehe etwas in die Knie, bringe die Brust raus und führe den Oberkörper nach vorne. Hebe das Gewicht und ziehe es in Richtung Bauchnabel hoch (Ellenbogen am Körper lassen). Lasse es dann langsam wieder runter und spüre die Dehnung in den Kreuzmuskeln.</p>",12,[12],"[2, 1, 13]",[]
396,2fb46a71-adf6-4197-ac17-d4bdb63f69b0,Thruster,650,"<ol>
<li>Start by doing a front squat</li>
<li>At the top position, push the bar above your head (similar to a press)</li>
<li>Lower the bar to the shoulders</li>
</ol>",9,[2],[9],[1]
296,032a38cf-b15a-4761-b684-577e41893f54,Tiefe Hocksprünge,614,<p>5 Sekunden parallel zum Boden mit den Oberschenkeln. Dann hoch springen und in Anfangsphase begeben. Arme verschränkt hinter dem Kopf die ganze Zeit.</p>,9,[10],[],[]
279,88568115-5e88-4afc-b005-e2f7d453ac13,Tricep Dumbbell Kickback,655,"<ol>
<li>Start with a dumbbell in each hand and your palms facing your torso. Keep your back straight with a slight bend in the knees and bend forward at the waist. Your torso should be almost parallel to the floor. Make sure to keep your head up. Your upper arms should be close to your torso and parallel to the floor. Your forearms should be pointed towards the floor as you hold the weights. There should be a 90-degree angle formed between your forearm and upper arm. This is your starting position.</li>
<li>Now, while keeping your upper arms stationary, exhale and use your triceps to lift the weights until the arm is fully extended. Focus on moving the forearm.</li>
<li>After a brief pause at the top contraction, inhale and slowly lower the dumbbells back down to the starting position.</li>
<li>Repeat the movement for the prescribed amount of repetitions.</li>
</ol>
<p><strong>Variations:</strong> This exercise can be executed also one arm at a time much like the one arm rows are performed.</p>
<p>Also, if you like the one arm variety, you can use a low pulley handle instead of a dumbbell for better peak contraction. In this case, the palms should be facing up (supinated grip) as opposed to the torso (neutral grip).</p>",8,[5],[],[3]
186,1855c71b-b005-4615-b90c-b2fed8e10342,Triceps Bench Press One Barbell,657,<p>Činka v jedné ruce v úrovni ramene. Zvedat do výšky napnuté paže a zpět. Provádět pomalu.</p>,8,[5],[2],[]
162,5a29197f-e159-4a98-9b40-534c41ab34a1,Triceps Dips,658,"<p>lift on parallel bars hold for 1 second, and lower slowly and control for 4 seconds, then come back with no rest (tempo: 4010)</p>",8,[5],[],[]
89,f1b5e525-6232-4d60-a243-9b2cd6c55298,Triceps Extensions on Cable,659,"<p>Grab the cable, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Rotate your hands outwards at the very end and go back to the initial position without pause.</p>",8,[5],[],[]
90,20a76bd0-1e56-4a4e-bd79-0ab118552bde,Triceps Extensions on Cable With Bar,660,"<p>Grab the bar, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Without pause go back to the initial position.</p>",8,[5],[],[]
139,88bbdbde-c9b6-45a1-aee9-efc6f02cfab3,Triceps Machine,661,<p>.</p>,8,[5],[],[]
45,1f255866-ea06-45fa-9183-03e9ea6c0ec1,Trizepsdrücken KH Über Kopf,665,"<p>Setze dich auf eine Bank und nehme eine Kurzhantel in die Hand. Strecke den Arm fast vollständig aus und lasse nun das Gewicht langsam bis hinter dem Kopf herunter. Während der Übung darf nur der Trizeps die Arbeit machen, achte darauf, dass sich die Ellenbogen nicht bewegen. Zur Stabilisierung kannst du den freien Arm nehmen.</p>",8,[5],[],[3]
27,ca03dd79-4a92-47ef-a461-e67ccc406f82,Trizepsmaschine,661,"<p>Setze dich hin und greife die Stange fest mit den Händen. Drücke nun das Gewicht nach oben (Arme nicht ganz ausstrecken) und bringe es langsam wieder runter. Wie bei den anderen Trizepsübungen ist es wichtig, dass du die Oberarme nicht mitbewegst.</p>",8,[5],[],[]
1,b83e3d85-a53d-4939-a61c-7baa2e94d358,Trizeps Seildrücken,659,"<p>Stelle dich mit schulterbreitem Stand vor dem Kabelzug, beuge den Rücken sehr leicht nach vorn und greife das Seil. Ziehe nun nach unten, wobei die Ellenbogen sich während der ganzen Übung nicht von der Stelle bewegen sollen. Wenn die Arme ausgestreckt sind, drehe die Hände nach außen. Gehe langsam zur Ausgansposition zurück.</p>",8,[5],[],[]
63,60aab5bf-ff7a-4e50-9e92-1f4813c3da75,Trizeps Seildrücken Mit Stange,660,"<p>Stelle dich mit schulterbreitem Stand vor dem Kabelzug, beuge den Rücken sehr leicht nach vorn und greife das die Stange. Drücke das Gewicht nach unten, wobei die Ellenbogen sich während der ganzen Übung nicht von der Stelle bewegen sollen. Gehe langsam und ohne Pause zur Ausgansposition zurück.</p>",8,[5],[],[]
292,867917d6-6688-4bf9-a43b-b3ab9a5a9ec3,Trizeps Unterarm Heben Über Kopf,671,"<p>- Arm senkrecht nach oben halten</p>
<p>- Arm beugen und Hantel hinter den Nacken führen, dabei einatmen</p>
<p>- Hantel wieder nach oben führen bis Arm wieder gestreckt ist, dabei ausatmen</p>
<p>! Darauf achten, dass Oberarm fixiert bleibt und sich nicht bewegt</p>
<p> </p>
<p>-&gt; Angesprochene Muskeln: lateraler Kopf des Trizeps; langer Kopf des Trizeps</p>",8,[5],[],[3]
310,e17db782-6e28-48ef-9324-4c01672ffc54,Trunk Rotation With Cable ,672,<p>Seated trunk rotation with cable </p>,10,[14],[12],[]
400,178eb027-fb5e-4fb3-84a9-6a3c229a92f1,TRX Rudern,674,<p>Rudern mit Schlingentrainer - Körpergewichtsübung</p>,12,[],[],[7]
